,id,link,author,description,source,favorite_count,retweet_count,lang,tweet_type,user_statuses_count,user_friends_count,user_followers_count,boost_value ,token,re_stop,stem,join
400,401,https://twitter.com/stillaliveokay/statuses/1575103816886001664,stillaliveokay,semenjak gue pulang dr kmpus naik jaklingko dan ga pernah naik angkot dr pintu depan kitaaa gaa pernahh satuu angkottt lagii wehhh terakhir duduk sebelahan hiks sepanjang jalan knp kita diem dieman waktu ituu ,Twitter for Android,0,0,in,original,5564,224,10,0,"['semenjak', 'gue', 'pulang', 'dr', 'kmpus', 'naik', 'jaklingko', 'dan', 'ga', 'pernah', 'naik', 'angkot', 'dr', 'pintu', 'depan', 'kitaaa', 'gaa', 'pernahh', 'satuu', 'angkottt', 'lagii', 'wehhh', 'terakhir', 'duduk', 'sebelahan', 'hiks', 'sepanjang', 'jalan', 'knp', 'kita', 'diem', 'dieman', 'waktu', 'ituu']","['semenjak', 'gue', 'pulang', 'kmpus', 'jaklingko', 'ga', 'angkot', 'pintu', 'kitaaa', 'gaa', 'pernahh', 'satuu', 'angkottt', 'lagii', 'wehhh', 'duduk', 'sebelahan', 'hiks', 'jalan', 'knp', 'diem', 'dieman', 'ituu']","['semenjak', 'gue', 'pulang', 'kmpus', 'jaklingko', 'ga', 'angkot', 'pintu', 'kitaaa', 'gaa', 'pernahh', 'satuu', 'angkottt', 'lagi', 'wehhh', 'duduk', 'belah', 'hiks', 'jalan', 'knp', 'diem', 'dieman', 'ituu']",semenjak gue pulang kmpus jaklingko ga angkot pintu kitaaa gaa pernahh satuu angkottt lagi wehhh duduk belah hiks jalan knp diem dieman ituu
401,402,https://twitter.com/Adhi_Beka2/statuses/1575102559467216901,Adhi_Beka2,pertama kali nyoba naik jaklingko bener kata temen ugalan dan ngebut di perbaiki coba tegor dong mas ,Twitter for Android,0,3,in,retweet,27880,3191,2716,"0,110456554","['pertama', 'kali', 'nyoba', 'naik', 'jaklingko', 'bener', 'kata', 'temen', 'ugalan', 'dan', 'ngebut', 'di', 'perbaiki', 'coba', 'tegor', 'dong', 'mas']","['kali', 'nyoba', 'jaklingko', 'bener', 'temen', 'ugalan', 'ngebut', 'perbaiki', 'coba', 'tegor', 'mas']","['kali', 'nyoba', 'jaklingko', 'bener', 'temen', 'ugalan', 'ngebut', 'baik', 'coba', 'tegor', 'mas']",kali nyoba jaklingko bener temen ugalan ngebut baik coba tegor mas
402,403,https://twitter.com/khairinnabila_/statuses/1575101810225733633,khairinnabila_,kasih brifing lah semua gak cuman satu dua doang ya min gak jelas ini jaklingko kadang kasian sama yg supir angkot pribadi si gw ,Twitter for iPhone,0,0,in,reply,1185,3308,2330,0,"['kasih', 'brifing', 'lah', 'semua', 'gak', 'cuman', 'satu', 'dua', 'doang', 'ya', 'min', 'gak', 'jelas', 'ini', 'jaklingko', 'kadang', 'kasian', 'sama', 'yg', 'supir', 'angkot', 'pribadi', 'si', 'gw']","['kasih', 'brifing', 'gak', 'cuman', 'doang', 'ya', 'min', 'gak', 'jaklingko', 'kadang', 'kasian', 'supir', 'angkot', 'pribadi', 'si', 'gw']","['kasih', 'brifing', 'gak', 'cuman', 'doang', 'ya', 'min', 'gak', 'jaklingko', 'kadang', 'kasi', 'supir', 'angkot', 'pribadi', 'si', 'gw']",kasih brifing gak cuman doang ya min gak jaklingko kadang kasi supir angkot pribadi si gw
403,404,https://twitter.com/spammingAUs/statuses/1575099941600473088,spammingAUs,emang iya tensi digital itu tingkat akuratnya rendah banget dan biasanya hasil lebih tinggi dari yg manual tensinya sih masih termasuk normal kayanya cuma td turun jaklingko temen gue kan kejedot tp gue yg puyeng ,Twitter for Android,0,0,in,original,39992,94,86,0,"['emang', 'iya', 'tensi', 'digital', 'itu', 'tingkat', 'akuratnya', 'rendah', 'banget', 'dan', 'biasanya', 'hasil', 'lebih', 'tinggi', 'dari', 'yg', 'manual', 'tensinya', 'sih', 'masih', 'termasuk', 'normal', 'kayanya', 'cuma', 'td', 'turun', 'jaklingko', 'temen', 'gue', 'kan', 'kejedot', 'tp', 'gue', 'yg', 'puyeng']","['emang', 'iya', 'tensi', 'digital', 'tingkat', 'akuratnya', 'rendah', 'banget', 'hasil', 'manual', 'tensinya', 'sih', 'normal', 'kayanya', 'td', 'turun', 'jaklingko', 'temen', 'gue', 'kejedot', 'tp', 'gue', 'puyeng']","['emang', 'iya', 'tensi', 'digital', 'tingkat', 'akurat', 'rendah', 'banget', 'hasil', 'manual', 'tensi', 'sih', 'normal', 'kaya', 'td', 'turun', 'jaklingko', 'temen', 'gue', 'jedot', 'tp', 'gue', 'puyeng']",emang iya tensi digital tingkat akurat rendah banget hasil manual tensi sih normal kaya td turun jaklingko temen gue jedot tp gue puyeng
404,405,https://twitter.com/randhilicious/statuses/1575096354506166272,randhilicious,lha gue msh nyambung nyet bahas transportasi jaklingko udah dari okt  sampai skrg angkot ga ngetem  gratis dan armadanya diupgrade pula wkwk ,Twitter for Android,0,0,in,reply,11224,369,762,0,"['lha', 'gue', 'msh', 'nyambung', 'nyet', 'bahas', 'transportasi', 'jaklingko', 'udah', 'dari', 'okt', 'sampai', 'skrg', 'angkot', 'ga', 'ngetem', 'gratis', 'dan', 'armadanya', 'diupgrade', 'pula', 'wkwk']","['lha', 'gue', 'msh', 'nyambung', 'nyet', 'bahas', 'transportasi', 'jaklingko', 'udah', 'okt', 'skrg', 'angkot', 'ga', 'ngetem', 'gratis', 'armadanya', 'diupgrade']","['lha', 'gue', 'msh', 'nyambung', 'nyet', 'bahas', 'transportasi', 'jaklingko', 'udah', 'okt', 'skrg', 'angkot', 'ga', 'ngetem', 'gratis', 'armada', 'diupgrade']",lha gue msh nyambung nyet bahas transportasi jaklingko udah okt skrg angkot ga ngetem gratis armada diupgrade
406,407,https://twitter.com/little_gorillaz/statuses/1575094984759382016,little_gorillaz,apa yg sekarang jadi sopir angkot jaklingko ,Twitter for Android,1,0,in,reply,3625,356,26,"3,846153846","['apa', 'yg', 'sekarang', 'jadi', 'sopir', 'angkot', 'jaklingko']","['sopir', 'angkot', 'jaklingko']","['sopir', 'angkot', 'jaklingko']",sopir angkot jaklingko
409,410,https://twitter.com/LielAhmad/statuses/1575092454662885376,LielAhmad,tolong tindak dan tegur supir angkot jaklingko yang ugalan ngebut dan nurunin penumpang seenaknya padahal udah di gaji masih aja ,Twitter for iPhone,0,0,in,original,14629,252,295,0,"['tolong', 'tindak', 'dan', 'tegur', 'supir', 'angkot', 'jaklingko', 'yang', 'ugalan', 'ngebut', 'dan', 'nurunin', 'penumpang', 'seenaknya', 'padahal', 'udah', 'di', 'gaji', 'masih', 'aja']","['tolong', 'tindak', 'tegur', 'supir', 'angkot', 'jaklingko', 'ugalan', 'ngebut', 'nurunin', 'penumpang', 'udah', 'gaji', 'aja']","['tolong', 'tindak', 'tegur', 'supir', 'angkot', 'jaklingko', 'ugalan', 'ngebut', 'nurunin', 'tumpang', 'udah', 'gaji', 'aja']",tolong tindak tegur supir angkot jaklingko ugalan ngebut nurunin tumpang udah gaji aja
410,411,https://twitter.com/dhino_ky/statuses/1575088523786362881,dhino_ky,komplen kasih masukan jaklingko bisa di sini ,Twitter for Android,0,0,in,original,12365,443,297,0,"['komplen', 'kasih', 'masukan', 'jaklingko', 'bisa', 'di', 'sini']","['komplen', 'kasih', 'masukan', 'jaklingko']","['komplen', 'kasih', 'masuk', 'jaklingko']",komplen kasih masuk jaklingko
411,412,https://twitter.com/mi68837822/statuses/1575088113835077632,mi68837822, iya sering dan suka bgt tuch supir seperti itu padahal nunggu di bastop sy pengguna jaklingko kmn j dan ada yg supirnya gak ramah dg penumpang saat kita mau naik mentang gratis penumpang kan supir digaji sesuai ump kan ,Twitter for Android,0,0,in,reply,67,96,15,0,"['iya', 'sering', 'dan', 'suka', 'bgt', 'tuch', 'supir', 'seperti', 'itu', 'padahal', 'nunggu', 'di', 'bastop', 'sy', 'pengguna', 'jaklingko', 'kmn', 'j', 'dan', 'ada', 'yg', 'supirnya', 'gak', 'ramah', 'dg', 'penumpang', 'saat', 'kita', 'mau', 'naik', 'mentang', 'gratis', 'penumpang', 'kan', 'supir', 'digaji', 'sesuai', 'ump', 'kan']","['iya', 'suka', 'tuch', 'supir', 'nunggu', 'bastop', 'sy', 'pengguna', 'jaklingko', 'kmn', 'j', 'supirnya', 'gak', 'ramah', 'dg', 'penumpang', 'mentang', 'gratis', 'penumpang', 'supir', 'digaji', 'sesuai', 'ump']","['iya', 'suka', 'tuch', 'supir', 'nunggu', 'bastop', 'sy', 'guna', 'jaklingko', 'kmn', 'j', 'supirnya', 'gak', 'ramah', 'dg', 'tumpang', 'mentang', 'gratis', 'tumpang', 'supir', 'gaji', 'sesuai', 'ump']",iya suka tuch supir nunggu bastop sy guna jaklingko kmn j supirnya gak ramah dg tumpang mentang gratis tumpang supir gaji sesuai ump
412,413,https://twitter.com/CannamonBears/statuses/1575087662360588289,CannamonBears,jaklingko juga bsa ,Twitter for Android,0,0,in,reply,983,1125,1480,0,"['jaklingko', 'juga', 'bsa']","['jaklingko', 'bsa']","['jaklingko', 'bsa']",jaklingko bsa
413,414,https://twitter.com/reinaldyyk/statuses/1575081306626527237,reinaldyyk,ini halte jaklingko tanah abang bau pesing banget dah ini orang apa anjing si kencing sembarangan ,Twitter for iPhone,0,0,in,original,371,163,188,0,"['ini', 'halte', 'jaklingko', 'tanah', 'abang', 'bau', 'pesing', 'banget', 'dah', 'ini', 'orang', 'apa', 'anjing', 'si', 'kencing', 'sembarangan']","['halte', 'jaklingko', 'tanah', 'abang', 'bau', 'pesing', 'banget', 'dah', 'orang', 'anjing', 'si', 'kencing', 'sembarangan']","['halte', 'jaklingko', 'tanah', 'abang', 'bau', 'pesing', 'banget', 'dah', 'orang', 'anjing', 'si', 'kencing', 'sembarang']",halte jaklingko tanah abang bau pesing banget dah orang anjing si kencing sembarang
414,415,https://twitter.com/renirahmawati82/statuses/1575070188860424194,renirahmawati82,kurang tahu ini pendapat pribadi aja saya pikir ada target km per harinya kalo ga ada target dengan gaji tetap nanti pada nakal dengan narik santai begitulah cara berpikir saya ketika ditinggal sopir jaklingko ,Twitter for Android,0,0,in,reply,1183,138,123,0,"['kurang', 'tahu', 'ini', 'pendapat', 'pribadi', 'aja', 'saya', 'pikir', 'ada', 'target', 'km', 'per', 'harinya', 'kalo', 'ga', 'ada', 'target', 'dengan', 'gaji', 'tetap', 'nanti', 'pada', 'nakal', 'dengan', 'narik', 'santai', 'begitulah', 'cara', 'berpikir', 'saya', 'ketika', 'ditinggal', 'sopir', 'jaklingko']","['pendapat', 'pribadi', 'aja', 'pikir', 'target', 'km', 'harinya', 'kalo', 'ga', 'target', 'gaji', 'nakal', 'narik', 'santai', 'berpikir', 'ditinggal', 'sopir', 'jaklingko']","['dapat', 'pribadi', 'aja', 'pikir', 'target', 'km', 'hari', 'kalo', 'ga', 'target', 'gaji', 'nakal', 'narik', 'santai', 'pikir', 'tinggal', 'sopir', 'jaklingko']",dapat pribadi aja pikir target km hari kalo ga target gaji nakal narik santai pikir tinggal sopir jaklingko
415,416,https://twitter.com/Jsuhphile_/statuses/1575021929823866880,Jsuhphile_,mana jaklingko gue jg saldonya tinggal seribu njing ,Twitter for Android,0,0,in,reply,725,210,12,0,"['mana', 'jaklingko', 'gue', 'jg', 'saldonya', 'tinggal', 'seribu', 'njing']","['jaklingko', 'gue', 'jg', 'saldonya', 'tinggal', 'seribu', 'njing']","['jaklingko', 'gue', 'jg', 'saldo', 'tinggal', 'ribu', 'njing']",jaklingko gue jg saldo tinggal ribu njing
416,417,https://twitter.com/jokoci/statuses/1575015522181451777,jokoci,amgkot jaklingko yang dikendarai oleh ada ac nya ,Twitter for Android,0,0,in,reply,2327,45,8,0,"['amgkot', 'jaklingko', 'yang', 'dikendarai', 'oleh', 'ada', 'ac', 'nya']","['amgkot', 'jaklingko', 'dikendarai', 'ac', 'nya']","['amgkot', 'jaklingko', 'kendara', 'ac', 'nya']",amgkot jaklingko kendara ac nya
417,418,https://twitter.com/Anthony11396292/statuses/1575011337729515520,Anthony11396292,mungkin dia naik jaklingko makanya tidak menikmati semua itu ,Twitter for Android,0,0,in,reply,26,9,3,0,"['mungkin', 'dia', 'naik', 'jaklingko', 'makanya', 'tidak', 'menikmati', 'semua', 'itu']","['jaklingko', 'menikmati']","['jaklingko', 'nikmat']",jaklingko nikmat
418,419,https://twitter.com/milkteaslurp/statuses/1575007776367321089,milkteaslurp,nahan tawa bgt dengerin obrolan bocah sd di jaklingko ,Twitter for Android,0,0,in,original,11142,364,414,0,"['nahan', 'tawa', 'bgt', 'dengerin', 'obrolan', 'bocah', 'sd', 'di', 'jaklingko']","['nahan', 'tawa', 'dengerin', 'obrolan', 'bocah', 'sd', 'jaklingko']","['nahan', 'tawa', 'dengerin', 'obrol', 'bocah', 'sd', 'jaklingko']",nahan tawa dengerin obrol bocah sd jaklingko
419,420,https://twitter.com/myaliakbar12/statuses/1574986253711581184,myaliakbar12,tp maaf bang jaklingko ga semuanya seperti yg divideo tp semoga semuanya bisa ditingkatkan ,Twitter Web App,0,0,in,reply,27220,370,394,0,"['tp', 'maaf', 'bang', 'jaklingko', 'ga', 'semuanya', 'seperti', 'yg', 'divideo', 'tp', 'semoga', 'semuanya', 'bisa', 'ditingkatkan']","['tp', 'maaf', 'bang', 'jaklingko', 'ga', 'divideo', 'tp', 'semoga', 'ditingkatkan']","['tp', 'maaf', 'bang', 'jaklingko', 'ga', 'video', 'tp', 'moga', 'tingkat']",tp maaf bang jaklingko ga video tp moga tingkat
420,421,https://twitter.com/fourgetmetoo/statuses/1574980019826593793,fourgetmetoo,hadehh gue gangerti angka angkanya kalo jaklingko ,Twitter for Android,0,0,in,original,9179,27,2,0,"['hadehh', 'gue', 'gangerti', 'angka', 'angkanya', 'kalo', 'jaklingko']","['hadehh', 'gue', 'gangerti', 'angka', 'angkanya', 'kalo', 'jaklingko']","['hadehh', 'gue', 'gangerti', 'angka', 'angka', 'kalo', 'jaklingko']",hadehh gue gangerti angka angka kalo jaklingko
421,422,https://twitter.com/Dimasjoko12/statuses/1574975297015148544,Dimasjoko12,wkakakaa apa hebatnya onta tinggal nerusin nggak ada yg ide baru onta klaim ganti nama jaklingko babat ,Twitter Web App,1,0,in,reply,5730,146,69,"1,449275362","['wkakakaa', 'apa', 'hebatnya', 'onta', 'tinggal', 'nerusin', 'nggak', 'ada', 'yg', 'ide', 'baru', 'onta', 'klaim', 'ganti', 'nama', 'jaklingko', 'babat']","['wkakakaa', 'hebatnya', 'onta', 'tinggal', 'nerusin', 'nggak', 'ide', 'onta', 'klaim', 'ganti', 'nama', 'jaklingko', 'babat']","['wkakakaa', 'hebat', 'onta', 'tinggal', 'nerusin', 'nggak', 'ide', 'onta', 'klaim', 'ganti', 'nama', 'jaklingko', 'babat']",wkakakaa hebat onta tinggal nerusin nggak ide onta klaim ganti nama jaklingko babat
422,423,https://twitter.com/JaunBey/statuses/1574960160518197248,JaunBey,pak le ganjar  supir angkot jaklingko di dki ga lagi diuberuber setoran karena mereka gajian tiap bulan  pak le  bisa ga bikin bahagia supir jateng seperti di dki  ,Twitter for Android,8,0,in,reply,44,52,2,400,"['pak', 'le', 'ganjar', 'supir', 'angkot', 'jaklingko', 'di', 'dki', 'ga', 'lagi', 'diuberuber', 'setoran', 'karena', 'mereka', 'gajian', 'tiap', 'bulan', 'pak', 'le', 'bisa', 'ga', 'bikin', 'bahagia', 'supir', 'jateng', 'seperti', 'di', 'dki']","['le', 'ganjar', 'supir', 'angkot', 'jaklingko', 'dki', 'ga', 'diuberuber', 'setoran', 'gajian', 'le', 'ga', 'bikin', 'bahagia', 'supir', 'jateng', 'dki']","['le', 'ganjar', 'supir', 'angkot', 'jaklingko', 'dki', 'ga', 'diuberuber', 'setor', 'gaji', 'le', 'ga', 'bikin', 'bahagia', 'supir', 'jateng', 'dki']",le ganjar supir angkot jaklingko dki ga diuberuber setor gaji le ga bikin bahagia supir jateng dki
423,424,https://twitter.com/Mastolib6/statuses/1574958135969579008,Mastolib6,busway dan jaklingko ini membantu banget berkat transportasi umum yg oke tiap hari ongkos bolak balik kantor jadi cuma  ,Twitter for Android,0,1,in,retweet,25662,1287,820,"0,12195122","['busway', 'dan', 'jaklingko', 'ini', 'membantu', 'banget', 'berkat', 'transportasi', 'umum', 'yg', 'oke', 'tiap', 'hari', 'ongkos', 'bolak', 'balik', 'kantor', 'jadi', 'cuma']","['busway', 'jaklingko', 'membantu', 'banget', 'berkat', 'transportasi', 'oke', 'ongkos', 'bolak', 'kantor']","['busway', 'jaklingko', 'bantu', 'banget', 'berkat', 'transportasi', 'oke', 'ongkos', 'bolak', 'kantor']",busway jaklingko bantu banget berkat transportasi oke ongkos bolak kantor
424,425,https://twitter.com/Mastolib6/statuses/1574956527181406208,Mastolib6,tapi kalo boleh jujur tinggal di jakarta itu udah enak kalo mau naik transport tinggal siapin kartu jaklingko bisa emoney tapcash brizzi atau jakcard gue rekomendasiin emoney karena topup nya mudah bisa di indomaret  tokopedia yang lain sepengalaman gue kurang enak ,Twitter for Android,0,2,in,retweet,25662,1287,820,"0,243902439","['tapi', 'kalo', 'boleh', 'jujur', 'tinggal', 'di', 'jakarta', 'itu', 'udah', 'enak', 'kalo', 'mau', 'naik', 'transport', 'tinggal', 'siapin', 'kartu', 'jaklingko', 'bisa', 'emoney', 'tapcash', 'brizzi', 'atau', 'jakcard', 'gue', 'rekomendasiin', 'emoney', 'karena', 'topup', 'nya', 'mudah', 'bisa', 'di', 'indomaret', 'tokopedia', 'yang', 'lain', 'sepengalaman', 'gue', 'kurang', 'enak']","['kalo', 'jujur', 'tinggal', 'jakarta', 'udah', 'enak', 'kalo', 'transport', 'tinggal', 'siapin', 'kartu', 'jaklingko', 'emoney', 'tapcash', 'brizzi', 'jakcard', 'gue', 'rekomendasiin', 'emoney', 'topup', 'nya', 'mudah', 'indomaret', 'tokopedia', 'sepengalaman', 'gue', 'enak']","['kalo', 'jujur', 'tinggal', 'jakarta', 'udah', 'enak', 'kalo', 'transport', 'tinggal', 'siapin', 'kartu', 'jaklingko', 'emoney', 'tapcash', 'brizzi', 'jakcard', 'gue', 'rekomendasiin', 'emoney', 'topup', 'nya', 'mudah', 'indomaret', 'tokopedia', 'alam', 'gue', 'enak']",kalo jujur tinggal jakarta udah enak kalo transport tinggal siapin kartu jaklingko emoney tapcash brizzi jakcard gue rekomendasiin emoney topup nya mudah indomaret tokopedia alam gue enak
425,426,https://twitter.com/jalanlurus05/statuses/1574945239957020672,jalanlurus05,waduh nasdem ama demokrat bisa ribut nih wan abud tambah stres dong udah mantap nyapres tp parpol gak jelas pks juga ragu dukung eh  parpol lain malah betengkar untung udah mpp jadi driver jaklingko kemarin buat jaga dah ,Twitter for Android,0,0,in,reply,10463,61,41,0,"['waduh', 'nasdem', 'ama', 'demokrat', 'bisa', 'ribut', 'nih', 'wan', 'abud', 'tambah', 'stres', 'dong', 'udah', 'mantap', 'nyapres', 'tp', 'parpol', 'gak', 'jelas', 'pks', 'juga', 'ragu', 'dukung', 'eh', 'parpol', 'lain', 'malah', 'betengkar', 'untung', 'udah', 'mpp', 'jadi', 'driver', 'jaklingko', 'kemarin', 'buat', 'jaga', 'dah']","['nasdem', 'ama', 'demokrat', 'ribut', 'nih', 'wan', 'abud', 'stres', 'udah', 'mantap', 'nyapres', 'tp', 'parpol', 'gak', 'pks', 'ragu', 'dukung', 'eh', 'parpol', 'betengkar', 'untung', 'udah', 'mpp', 'driver', 'jaklingko', 'kemarin', 'jaga', 'dah']","['nasdem', 'ama', 'demokrat', 'ribut', 'nih', 'wan', 'abud', 'stres', 'udah', 'mantap', 'nyapres', 'tp', 'parpol', 'gak', 'pks', 'ragu', 'dukung', 'eh', 'parpol', 'betengkar', 'untung', 'udah', 'mpp', 'driver', 'jaklingko', 'kemarin', 'jaga', 'dah']",nasdem ama demokrat ribut nih wan abud stres udah mantap nyapres tp parpol gak pks ragu dukung eh parpol betengkar untung udah mpp driver jaklingko kemarin jaga dah
426,427,https://twitter.com/TahuKukus_/statuses/1574942845986779136,TahuKukus_,kalo top up jaklingko gini dimana dim ke loket ato bisa via apps ,Twitter for Android,0,0,in,reply,37191,2058,14313,0,"['kalo', 'top', 'up', 'jaklingko', 'gini', 'dimana', 'dim', 'ke', 'loket', 'ato', 'bisa', 'via', 'apps']","['kalo', 'top', 'up', 'jaklingko', 'gini', 'dimana', 'dim', 'loket', 'ato', 'via', 'apps']","['kalo', 'top', 'up', 'jaklingko', 'gin', 'mana', 'dim', 'loket', 'ato', 'via', 'apps']",kalo top up jaklingko gin mana dim loket ato via apps
427,428,https://twitter.com/tropical_alpaca/statuses/1574936450965000192,tropical_alpaca,jaklingko blm ada yg lewat grab electric udah  buah yg lewat banyak juga ternyata unitnya ,Twitter for Android,0,0,in,original,934,97,39,0,"['jaklingko', 'blm', 'ada', 'yg', 'lewat', 'grab', 'electric', 'udah', 'buah', 'yg', 'lewat', 'banyak', 'juga', 'ternyata', 'unitnya']","['jaklingko', 'blm', 'grab', 'electric', 'udah', 'buah', 'unitnya']","['jaklingko', 'blm', 'grab', 'electric', 'udah', 'buah', 'unit']",jaklingko blm grab electric udah buah unit
428,429,https://twitter.com/fakyubitcchh/statuses/1574935461851631616,fakyubitcchh,jaklingko lamma bgt anjgggg gue nunggu smpe lumuttan ,Twitter for Android,0,0,in,original,4156,107,80,0,"['jaklingko', 'lamma', 'bgt', 'anjgggg', 'gue', 'nunggu', 'smpe', 'lumuttan']","['jaklingko', 'lamma', 'anjgggg', 'gue', 'nunggu', 'smpe', 'lumuttan']","['jaklingko', 'lamma', 'anjgggg', 'gue', 'nunggu', 'smpe', 'lumuttan']",jaklingko lamma anjgggg gue nunggu smpe lumuttan
429,430,https://twitter.com/Ignastherry/statuses/1574931677700587520,Ignastherry,lrt dr zaman jebot sudah siap jalan saja gak jalan di zaman anies  mrt itu karya gubernur sebelumnya jaklingko doang  sekelas angkot kerjanya anies jalur sepeda buang apbd berapa banyak karena trial n error  ,Twitter for iPhone,0,0,in,original,49527,1863,1799,0,"['lrt', 'dr', 'zaman', 'jebot', 'sudah', 'siap', 'jalan', 'saja', 'gak', 'jalan', 'di', 'zaman', 'anies', 'mrt', 'itu', 'karya', 'gubernur', 'sebelumnya', 'jaklingko', 'doang', 'sekelas', 'angkot', 'kerjanya', 'anies', 'jalur', 'sepeda', 'buang', 'apbd', 'berapa', 'banyak', 'karena', 'trial', 'n', 'error']","['lrt', 'zaman', 'jebot', 'jalan', 'gak', 'jalan', 'zaman', 'anies', 'mrt', 'karya', 'gubernur', 'jaklingko', 'doang', 'sekelas', 'angkot', 'kerjanya', 'anies', 'jalur', 'sepeda', 'buang', 'apbd', 'trial', 'n', 'error']","['lrt', 'zaman', 'jebot', 'jalan', 'gak', 'jalan', 'zaman', 'anies', 'mrt', 'karya', 'gubernur', 'jaklingko', 'doang', 'kelas', 'angkot', 'kerja', 'anies', 'jalur', 'sepeda', 'buang', 'apbd', 'trial', 'n', 'error']",lrt zaman jebot jalan gak jalan zaman anies mrt karya gubernur jaklingko doang kelas angkot kerja anies jalur sepeda buang apbd trial n error
430,431,https://twitter.com/yangkimms/statuses/1574929300125786112,yangkimms,ini jaklingko nambah jalur y gimana orang tau di sosmedny aja gada info ,Twitter for iPhone,0,0,in,original,39877,318,535,0,"['ini', 'jaklingko', 'nambah', 'jalur', 'y', 'gimana', 'orang', 'tau', 'di', 'sosmedny', 'aja', 'gada', 'info']","['jaklingko', 'nambah', 'jalur', 'y', 'gimana', 'orang', 'tau', 'sosmedny', 'aja', 'gada', 'info']","['jaklingko', 'nambah', 'jalur', 'y', 'gimana', 'orang', 'tau', 'sosmedny', 'aja', 'gada', 'info']",jaklingko nambah jalur y gimana orang tau sosmedny aja gada info
